Time (s),Reconfigurable Path,Generic Path
359,168182.80558039568,23721.008517145856
360,199366.8815936422,21742.038847264266
361,227320.2992278976,22173.040521721785
362,217283.09516826776,14742.961291595811
363,219385.21727255228,17441.865326430307
364,209105.2919155891,14722.546126663527
365,209176.97351944284,14154.74309177587
366,211607.99406202298,16862.871666958843
367,219938.07132610257,16328.29588201988
368,212215.85828068692,16777.71890550297
369,216629.78874627085,21896.11700745303
370,214934.32140545308,21196.08863673493
371,209608.47450910206,26980.989019051496
372,221718.77415718712,36060.002025175316
373,239086.71501102313,32972.32375353959
374,225801.65377711703,38487.848014202515
375,241169.21540068497,38122.0518010225
376,251174.3764307975,48179.56039171808
377,258685.55831743046,33625.992261820684
378,265934.42891047726,30220.70280818293
379,265543.9265985958,37478.30062646107
380,239166.34662275584,52697.90827468597
381,265813.39922152593,42629.84579848033
382,242990.32158675877,48871.12688143029
383,265333.46464182535,46673.120327858356
384,229488.8945075361,62251.064194206854
385,240038.65894054776,60363.34883042151
386,245865.65644446574,70052.53994199767
387,185207.97100430162,71214.84054253603
388,190332.26549756152,74121.11430815983
389,237334.1178318852,65296.776601772086
390,238871.217015759,85563.95172096955
391,229230.72722658643,66774.23212928839
392,234116.7382128613,75656.29858496146
393,213823.28565248445,86982.28895455955
394,216814.9432918867,89038.42605583621
395,213522.88795521247,102636.87751830752
396,207407.75813171605,86669.45796032743
397,203113.74942115322,69706.7210785192
398,181976.89897223172,74994.49104960759
399,189978.63485333647,76578.00334364914
400,206374.70596727505,81862.7996708416
401,183526.55336994602,74633.5941689012
402,137319.8072367405,98629.73461734985
403,154783.45779632224,97091.92532076708
404,154970.31200664904,111658.6139554206
405,137586.72740556777,122257.02052119294
406,128858.15381837041,115253.14273875301
407,142097.35653323538,97266.71603844439
408,137034.93685964355,87899.64907090414
409,132299.599726036,100137.16112773746
410,146056.62580272567,90986.57642816484
411,140373.69514429074,97629.74475727501
412,131649.95797043276,102330.26947667282
413,132361.6966480592,84907.47479678526
414,129774.90858857603,84219.05700771096
415,102298.24613509949,62998.41796457785
416,75009.90298435095,75009.90298435095
417,99569.53563402643,99569.53563402643
418,122464.77736562236,91465.04577323377
419,115245.7314129074,92689.2063657179
420,94075.20588539641,83864.99562764107
421,102453.53223134551,80484.56010355148
422,101767.92022164926,78379.2847628313
423,83259.97579683752,71281.25972099765
424,107415.98662739004,57728.98212542865
425,95069.09706366336,58921.37995980027
426,93802.62934921678,50563.47464576268
427,81433.77786514998,26919.549818265274
428,62069.38227069081,18418.417326444087
429,55368.003751085475,11422.144528519026
430,46077.75823750899,9093.765528280182
431,63173.33791263156,6968.98227056023
432,76937.27854104982,9414.571547412153
433,79037.4289640735,7918.908835397379
434,78217.55820003813,8617.651579156474
435,64015.89355632217,6475.954139650848
436,68199.84130942599,6288.142785681342
437,70949.50509070123,6788.739420479961
438,55804.41591557094,4080.152663585722
439,46721.375830097735,3364.9637309290542
440,32467.682497288468,2976.014667064502
441,25037.52013991294,3052.086222180259
442,16900.738171066747,2196.9693863179086
443,12736.266966495263,1960.7359073734137
444,9616.159427392704,1379.940011848532
445,9554.447220503409,1324.5316081442204
446,16222.945064012772,662.5677443125364
447,20853.951455582694,726.63951342442
448,23989.437671125124,1237.379770385546
449,25110.229769027144,640.5449207447078
450,19418.79594911799,580.5676217181384
451,21110.078089023216,819.7433382272523
452,23241.966196425066,1326.2616528458186
453,18270.3482546532,576.6762479477287
454,12571.507815156181,336.0422354988808
455,14729.609521524142,815.0719505727434
456,12742.125240290236,839.5897796612602
457,10279.937327894124,743.8094493147149
458,15161.40093456804,535.9517096855968
459,21896.25211648215,325.698801921175
460,22019.257178663873,216.38527565924198
461,19578.938886843785,219.9921721388239
462,13110.443313593565,230.29201614140808
463,16805.879819230453,256.0615753298378
464,19430.74293740413,163.1391566269435
465,28193.809178924523,301.63950467622374
466,28574.788264143695,209.02727700834637
467,17591.461230087152,132.5171880585486
468,16767.126198836548,83.30184183150695
469,17329.648999136563,86.42020105869076
470,28596.631753664955,39.3067685014009
471,31054.440209854874,29.7863659941985
472,32012.126018071787,33.02341434912729
473,23520.517000102172,23.833203850872803
474,21477.906148754017,28.9750651950518
475,13511.336896050823,12.249720484567566
476,616.0495714502715,14.135830311526933
477,646.5367695083767,5.151289000235774
478,548.6149943118204,2.0208448378760218
479,704.0081347007144,1.0287298187243348
480,375.00435255718907,0.5548421330833925
481,480.57322529890405,0.9926132597507928
482,2193.1064208782277,0.7596973628987462
483,1162.2379854940955,0.3995688522847634
484,1530.020217649796,1.0
485,1693.7740282171933,1.0
486,2355.7441010914367,1.0
487,1651.1217304949273,1.0
488,1188.6423501160884,1.0
489,1883.4274882295535,1.0
490,1216.970535594547,0.367894537067643
491,1556.2174788724146,1.0
492,2325.3795388077015,1.0
493,2941.786083700698,0.5788002590078779
494,2473.1733206906997,0.4880635120304117
495,1962.6810542560443,0.5290583454279731
496,2447.4034611399416,0.44006225380158026
497,3228.8184676165874,1.5622617959258749
498,4977.190985055862,3.961920511899188
499,4641.76954988601,5.38527332523593
500,4702.234954164183,7.64098456389675
501,4733.326557959487,7.657727883515773
502,3101.5177894254443,4.11068299506716
503,4138.143197549571,5.966020303010845
504,3125.080978471617,6.081937744624741
505,5181.52421289336,10.78588132005653
506,5232.965124683478,25.909906365503204
507,3064.3693586808176,21.33900297247948
508,5600.502821852777,43.391244992775256
509,3606.9887560678785,24.746096609367658
510,3076.278112897521,45.887415824954445
511,4454.203082829897,69.27755388912792
512,4688.79536785343,105.91828535635271
513,4992.703483962826,171.73414022931206
514,6442.197994154118,116.50339454097998
515,6134.126465872919,40.80783588954804
516,3547.2162843228784,43.136270107523444
517,5368.343455348826,75.63994082125039
518,4433.616631220549,44.982567638944914
519,3191.6327982028665,69.49104703998606
520,2525.761900641846,75.37922778816171
521,1861.370977014364,61.97776680921254
522,1015.4052480974334,28.06146370217734
523,725.4835627002138,16.240240436150852
524,716.3668106499902,13.994392114472571
525,644.0548920116331,6.699293712671351
526,472.73920990260285,9.714809543698285
527,95.98087013641914,7.762722805160617
528,124.37496282871442,11.600946762394019
529,126.14903423066254,17.706780991215076
530,154.74210135587603,22.709182214374493
531,245.29361557718326,26.51636609293162
532,350.9019785424676,26.163737313690547
533,169.46895654344303,14.803358554428955
534,7190.324165060622,16.01027178711588
535,8682.936271865707,7.86810446179107
536,9256.35674317308,3.9447906530809567
537,8324.192008191287,3.8724100880369576
538,8633.585000057767,2.8077944315860592
539,6021.055656284354,2.2979984831053972
540,4015.0651391204924,1.801514407204962
541,4016.6804472761664,1.0067661580138163
542,1936.9076876503598,1.5937037882504888
543,2700.2416887450872,1.3712742437097951
544,3488.7309864858466,1.3889898658848612
545,3842.6796148360927,1.1127948010962545
546,4285.184378558274,1.134790517562798
547,5979.735206659666,0.6332052418395205
548,6457.913239574468,1.1263852461526045
549,9450.447621244311,1.8585559231013749
550,5698.2766032298905,2.4462700456254427
551,9583.296137067042,3.576245684815571
552,10257.649528323776,6.095886972879296
553,8346.57504531185,6.956699703862694
554,9685.300516388155,6.939752046463896
555,9897.401614559525,3.119558080743107
556,8718.94411642912,4.655212968354166
557,6661.882292285194,7.8498202488933115
558,722.7601656876013,23.458905314141415
559,1133.9529579564214,21.58688723309605
560,1063.8807076560672,20.04064677123658
561,1226.545216820527,21.513667849302156
562,907.0933894641332,31.107855448142338
563,1511.7910621710625,27.616172275246686
564,1810.0361590994767,31.18041744666356
565,1157.0004566854068,16.558866324156387
566,1266.1769302673104,10.469641458276058
567,1498.9862119120387,21.84693558266433
568,1326.2963350951131,17.845834978723992
569,1210.6832931056442,12.220836415608849
570,1022.4617303491656,13.149838602242864
571,1012.3343612403478,25.910674995644925
572,1104.4985594935893,24.018408388406193
573,1338.1656565346832,32.96080749593058
574,1524.0111509440114,31.497129021069117
575,1985.0882570939805,36.14205291019066
576,2485.3462736316055,88.48552485945098
577,3660.027255668023,255.8825221854134
578,4129.18182571008,196.68156898159873
579,5857.422704290242,246.60246383691785
580,5375.017142829766,420.71433993937694
581,4520.446543453665,564.0140610239416
582,4590.7057327233315,602.5940143893625
583,5338.038995288342,301.85932187424544
584,5108.061294564449,431.2143101890861
585,3929.526769295686,352.03268082742454
586,3058.5946382912825,350.41415092510414
587,3106.5693257320877,305.39881555682575
588,2756.2603419504735,183.63483821684594
589,2266.2183571279666,265.59005248274804
590,1854.5357679194428,237.15614975170388
591,2582.9936743187513,208.19397104656687
592,3801.8703838109473,262.32489034540134
593,3056.1778874007873,447.32740202977334
594,3834.9239802790025,672.241301792857
595,4105.544132991693,412.27430336137826
596,2850.4447690519683,325.80161157734545
597,4167.704237904606,520.6163989965982
598,5857.579655222806,817.01092244728
599,5457.80245646979,765.683504635899
600,7268.1032232179605,832.2855382238289
601,7835.233035226543,972.0586194442279
602,7820.415137901238,1093.7399206194793
603,6397.197092428039,1146.4829065958108
604,4239.843889486069,1511.9918685722107
605,2804.719886087464,1872.5953268583407
606,1848.2055744441284,3299.6832268268668
607,2315.6860924080493,2758.5815840693235
608,6944.1155646827,2106.6307842245164
609,4555.626718795863,2759.073955998803
610,3513.4266103399505,3513.4266103399505
611,3562.195602211854,3562.195602211854
612,5178.968768223797,5178.968768223797
613,5738.425112572352,5738.425112572352
614,4920.616234693598,4920.616234693598
615,3427.0801818551736,3427.0801818551736
616,3169.0184149227666,3294.3473532039775
617,2624.5365461201263,2624.5365461201263
618,2410.458084339501,2410.458084339501
619,1610.0991461429055,1610.0991461429055
620,1050.499657993517,1050.499657993517
621,1050.6761332358985,1050.6761332358985
622,1334.9146943575852,1334.9146943575852
623,1761.9990502510204,1761.9990502510204
624,2170.1232746754104,2170.1232746754104
625,2688.3549238331893,1075.3565024879113
626,3214.039772087149,714.4513038959027
627,3273.0407149162193,928.4182624446471
628,1524.194562509828,838.1143439213706
629,1227.4695132637594,515.8485820316586
630,1277.9050359076832,416.8696289266298
631,1582.8055310642335,436.1124251824646
632,795.3718299000434,795.3718299000434
633,1493.8648314193242,1269.6851140682638
634,1584.9911672663864,1365.8186232371697
635,1948.9570444753174,1027.1584513902972
636,2237.6012161235494,1888.8468985941129
637,3614.9274105257296,1003.1511202530608
638,3509.665264243853,626.4143544340259
639,4335.977136063712,623.1881105394439
640,3808.2039920802313,358.45990116090087
641,2902.641143299185,444.59920284885766
642,3114.409088375586,332.22828741266363
643,2911.669390702714,232.39881403348375
644,1773.7364794980406,261.78826524750093
645,1252.6725082562941,125.90663198995563
646,940.9618680560178,180.2182927284431
647,1178.2939351108935,222.35828048839943
648,1311.7183996661781,110.02760560534603
649,998.1599064019401,198.8532703802345
650,549.4293892355872,195.95211475315602
651,580.932307268424,72.08188247031882
652,575.0967270399727,42.22395560837577
653,562.1434357430595,41.14477981289673
654,1277.753227914093,37.162034049837715
655,1186.927403678865,33.03729436048249
656,1406.7012224124626,24.435754419624633
657,1419.2777537974196,15.866608419112822
658,1289.3870563564317,19.523685900366093
659,1664.9218788891967,29.446458586948747
660,2133.3282480481,46.704407114960496
661,2293.89721083844,74.84784461149216
662,1356.1927896162188,40.26304406851303
663,981.5122824833032,22.967854060543562
